func_args;signature;origin
Debug(string,uint256,uint256);\x848c208b5789d4fc33f0d1a0dcfab6bcc410f4e26da779f82b14cb9dc2888bf1;10
Debug(string,uint256,uint256,uint256);\xbc7f542ee4f12692b411927aa67a4fe2c1c989bec634b3a83c6176f82b0cb373;10
Debug(string,uint256,uint256,uint256,uint256);\x861fd80f1757287a227213177f47fe528c38ca1acb55cc396cf7ea731ed33539;10
Debug(string,address);\x14186b8ac9c91f14b0f16f9e886356157442bb899be26513dfe1d4d5929a5bac;10
Debug(string,address,address);\xac7efef435a0325bb5de4e866eb17d867e4a3580134f252bfb595c2694d922e4;10
Debug(string,address,address,address);\xec50d87f14d57f4783a39543ce2ebfa316114977f27222176fbbf1e1334120e7;10
GoalReached(uint256);\xfbfd8ab7c24300fa9888cd721c8565a7da56759384781283684dcf7c7c4a846b;10
SoftCapReached(uint256);\x42ef6182c6d744dd081ab962505f40413083376dfcc13e58b60f4f32e9673809;10
NewContribution(address,uint256,uint256);\x16d99cb06fd9528f88184dd0483174a09cfd8312c28639858734b0c449cc05b8;10
Refunded(address,uint256);\xd7dee2702d63ad89917b6a4da9981c90c4d24f8c2bdfd64c604ecae57d8d0651;10
NewRound(uint256,uint256,uint256);\x5aec57d81928b24d30b1a2aec0d23d693412c37d7ec106b5d8259413716bb1f4;10
Bid(uint256,address,uint256,uint256);\x3138d8d517460c959fb333d4e8d87ea984f1cf15d6742c02e2955dd27a622b70;10
NewLeader(uint256,address,uint256,uint256);\xbd3bef4119f7e7b91bc2fa8eed6d40200c45e56c56baf269caf281361e7c4760;10
Winner(uint256,address,uint256,uint256);\x0747ab2ac74ec95954e98cea8fc4b09755205627c287492552ef5428beec693d;10
EarningsWithdrawal(uint256,address,uint256);\x9722cdc65dd852fc27a66eb73f3075ebafbfe00a914437ce1b7b8c8d9fcde127;10
DividendsWithdrawal(uint256,address,uint256,uint256,uint256,uint256);\xcce21eda251c851dfe62c325d090fc0ad5c64a451311792b95157a0cc3fa199d;10
Purchase(address,uint256,uint256);\x12cb4648cf3058b17ceeb33e579f8b0bc269fe0843f3900b8e24b6c54871703c;10
Finalized(uint256,uint256);\xb968440accd1ce5fa60b00de8bb8d8487eb2fda3c3701fb30fea3f69aa910a48;10
NewRate(uint256);\x5f59bbb6b0817a56189984f1e855b3c290edd6825846b4e3c47e4b594ae9630c;10
PreicoClose();\xc02c89fe1c390e937ab10d031aaa1b5fa25b778aa70d622de36a2a84c641f86b;10
FirstShipBidded(address,uint256,address);\xa35be3dd4d373abce5ad64f15f73a1f9496153b01cfb94fde9be0be4e55a1beb;10
LaterShipBidded(uint256,address,uint256,address);\xc20f4dbecc8b52b305c9287220931f3d821a06994945d00f26720063ce323a98;10
ReferrerUpdated(address,address);\xc40302e3b5897f6966b131753cb09f65aa712ae82e3f49b189d089d5694256e3;10
CapReached(address,uint256);\x195de8a1ebf5a1244af169b7e0bd0f735307a2626a73abce88f9b488628c6c24;10
SetOwner(address,address);\xcbf985117192c8f614a58aaf97226bb80a754772f5f6edf06f87c675f2e6c663;10
Trade(address,uint256,address,uint256,address,address);\x6effdda786735d5033bfad5f53e5131abcced9e52be6c507b62d639685fbed6d;10
Deposit(address,address,uint256,uint256);\xdcbc1c05240f31ff3ad067ef1ee35ce4997762752e3a095284754544f4c709d7;10
Withdraw(address,address,uint256,uint256);\xf341246adaac6f497bc2a656f546ab9e182111d630394f0c57c710a59a2cb567;10
TokensBurnt(address,uint256);\x22d306e0cdbeeb823d6327362b35337dc3125a6aa905b6a014da1b08a5389ba4;10
TokensReclaimed(uint256);\xbce3cc672456937708767d1642a17cacb1962753bd5cff46c8dbd377906a6b4b;10
Frozen();\xa8cab3d1893ed53071b052fafa843143492f25d1d6b0170d460789f7ab1954be;10
OpsAddressUpdated(address);\x06171a5d6c06d67b0cfa679c07db377a27d1170797663fd98d395229d8c36508;10
OwnershipTransferInitiated(address);\x20f5afdf40bf7b43c89031a5d4369a30b159e512d164aa46124bcb706b4a1caf;10
OwnershipTransferCompleted(address);\x624adc4c72536289dd9d5439ccdeccd8923cb9af95fb626b21935447c77b8407;10
PaymentMade(address,uint256,uint8,uint256);\xd18793644b4cb4ec0f937f8153dc09112d762775084c0ae5b4c21a7b91f6909f;10
Airdrop(address,uint32,uint256);\xcce6ff7d594e7067a58df51c8588740b7c8b42537da7262add9823085de82e48;10
ContributorBalanceChanged(address,uint256);\xbd5304e38e372b10ebf161f6b67eeaf9f4e25653126622b0e2497484850d10f4;10
ReceiverAddressSet(address);\x17528c7f18bea16a4db7e968a53fe806a68a29800c78185e7d52d343dd8004ba;10
PoolSubmitted(address,uint256);\x166428c0f697cf2ebca7e4045ddec0f48bb4914f5ffac8765da1551e2881a519;10
WithdrawalsOpen(address);\x090d94ccda2f6ef769c6d89c27dd1978f1e52e5295f5d5dba2f2ab90f22a4b07;10
TokensWithdrawn(address,uint256);\x6352c5382c4a4578e712449ca65e83cdb392d045dfcf1cad9615189db2da244b;10
EthRefundReceived(address,uint256);\xa6b266978e1d6bcae9b5baa4078b3b92fc622b302cca549cf2ebf2e4723aca3c;10
EthRefunded(address,uint256);\xffab3269bdaceca4d1bbc53e74b982ac2b306687e17e21f1e499e7fdf6751ac8;10
ERC223Received(address,uint256);\x121b68c1c3978d37f853f81c5ba5a0d2d36bb308e0765a3d6eb906c01ebdfe88;10
Allocated(address,uint256);\x472f36e28bb47edb7c69c9e2ac00a77c66b505df54e9c818ac57110b0629e8c3;10
Distributed(address,uint256);\xb649c98f58055c520df0dcb5709eff2e931217ff2fb1e21376130d31bbb1c0af;10
Locked();\x0f2e5b6c72c6a4491efd919a9f9a409f324ef0708c11ee57d410c2cb06c0992b;10
Freeze(address,uint256);\xf97a274face0b5517365ad396b1fdba6f68bd3135ef603e44272adba3af5a1e0;10
TransferMulti(uint256,uint256);\x1be34577c3a1761061fbdfe0d8feee260130b0f9207e2f70632ac664425c4766;10
ChangeOwner(address,address);\x9aecf86140d81442289f667eb72e1202a8fbb3478a686659952e145e85319656;10
LogListingCreated(address,address,uint256,uint256,uint256);\x5843d06b039f1cd55695445ca8d9f81f029d62deb214fea0f4215e983195bf78;10
LogListingExtended(address,address,uint256,uint256,uint256);\x1ff0fc7b0f4ab39acdfc6cc0499d69cff5efdc2b4b2280706342a6c0e51ac4fe;10
LogItemSold(address,address,address,uint256,uint256,uint8,uint256);\x976e139d6bcf821536d90344e58663fcf4cdca4f3ad0549841c981c8841d93c6;10
LogItemWithdrawn(address,address,uint256,uint256);\x96dc2ae07e2daa042ed8ac1696a906aa4f95f7adbc275eccf4bf8440e2584ee6;10
LogItemExtended(address,uint256,uint256,uint256);\x2bd39bc57c9432f52a5aa60b7f8120ef7c5480a0a6cd4657ecd38a2170c2029e;10
OperatorAdded(address);\xac6fa858e9350a46cec16539926e0fde25b7629f84b5a72bffaae4df888ae86d;10
OperatorRemoved(address);\x80c0b871b97b595b16a7741c1b06fed0c6f6f558639f18ccbce50724325dc40d;10
AuthInit(address);\x22ef83ef54b5df91230b2d65af3c2a65b4ba53b97a27ff5b6f2527562ff0b24c;10
AuthComplete(address,address);\x5fe5b825dd4cb0c7c390e25ef299231a7f2a51f2ad7bef79d4198f8263756e0f;10
AuthPending(address);\x54cecb216faa7733a7ffde5b4b179cc837f8f6e8979e8265b59e1b4bb417917d;10
Unauthorized(address);\x8e4a23d6a5d81f013eca4bc92aeb9214ccafcaebd1f097c350c922d6e19122d5;10
InitCancel(address);\xa2dd2e96069655a60d94088a41c08f15e1aac622f343a82b14f643d86a88f391;10
NothingToCancel(address);\x57d0354b1f38cfda21abb3883d48c4b90ca307d1dac24b26b641eb5c5376e2a8;10
SetMasterKey(address);\xf8b6c0c452940a39afdc010ee1194eb993fd20d4e0849937ea373c3d6fc571bd;10
AuthCancel(address,address);\xc0adb725fbf61748fcd7b4f3c3d67eaf2681ffca84f3364a24dd77c0beff719d;10
NameRegistered(address,bytes32);\xe129f783ccc816c9fb8fb5ce998c2785a9ed221df619d2907569c9ff99e5a053;10
Locked(address);\x44427e3003a08f22cf803894075ac0297524e09e521fc1c15bc91741ce3dc159;10
PropertySet(address);\x9006512524817fcbc215e2d4dec75e5f54a944fb1a7279a5a6fa33bdcfe09adb;10
LogTokenDeposit(address,uint256,bytes);\xb8d738496fa71a9a7bfee7d00bba65b3a7eb49d786be0e219dac8b906efe491e;10
LogRefund(address,uint256,uint256);\xd4b15ee0724fec3829ddfdba102b0b2056d212596a309b0e5667c22b1506553a;10
LogEtherTransfer(address,uint256,uint256);\x47170eb81f91ff6ce9fb73218802c24124b2f7584c831ed70091d671e2c11c14;10
LogBonusLOTRedemption(address,uint256,uint256);\xbdcd3071bd326fab641db8b197f38f1aad7202774174fff43ee386a618649a78;10
LogLOTTransfer(address,uint256,uint256,uint256,uint256);\x01ae19d601c751fcbbf4c8980cd21fced69af58df51d50e396c71985121a25d3;10
Log(address,uint256,uint256);\x940f8524c5e5984c910d020c9c65918682bc7ed567dbc8d49277f0e787ee5f00;10
UpgradeAgentSet(address);\x7845d5aa74cc410e35571258d954f23b82276e160fe8c188fa80566580f279cc;10
TokenPurchase(address,uint256,uint256);\xcd60aa75dea3072fbc07ae6d7d856b5dc5f4eee88854f5b4abf7b680ef8bc50f;10
TokenLimitReached(uint256,uint256);\x77fcbebee5e7fc6abb70669438e18dae65fc2057b32b694851724c2726a35b62;10
LogResult(bytes32,address,uint8,uint256,uint8,uint8,uint8,uint8,uint256);\x3ef051192aa038857423e513efdb6082bdb178c4eb30dab5d64ab649f0831463;10
LogRefund(bytes32,uint256);\xdfe17142f032a740d63f2cc5e8bf4e1666a075e32f09c4dd2ba728be9d22d5e1;10
LogJackpot(bytes32,address,uint256);\x019287fff364190c2a868640aa04b8b1ff473b42ba78be36aec857b657930f10;10
SendJackpotSuccesss(address,uint256,uint256);\x1cb1f5152fd7079385e1c4d8c522154e7abaf7f2c5ac462c15981aee545627be;10
Purchase(address,address,uint256,uint256);\x46661dab58311a6838247afecbee792192b4f27fc8b3e7168c66bc55ec2e404e;10
Received(address,address,uint256);\x8cabf31d2b1b11ba52dbb302817a3c9c83e4b2a5194d35121ab1354d69f6a4cb;10
Sent(address,address,uint256);\x3990db2d31862302a685e8086b5755072a6e2b5b780af1ee81ece35ee3cd3345;10
LogBet(address,uint256,uint256,uint256);\x063f4540040cf99a22f577ef321c170763020e6277e47275ed9b3d17ec14e13d;10
LogLoss(address,uint256,uint256);\x7375ed8230669ea9d64a9db629d7ce9501779604a67c95c0111377cf09f5b9b9;10
LogWin(address,uint256,uint256,uint256);\x00362509948ea59afac5c6fa93fea5327b624bc705a6574f4e9f26e9d8bd7ccc;10
LogInvestment(address,address,uint256);\x36a013c86c271c703c54dee591bc768e347954a0a9a1937dd17f5a29e9a8e645;10
LogRecordWin(address,uint256);\x955214d16f858518f04c701d01a6e2f5668548b6be3c6f2f0f8981f77f2cfc06;10
LogLate(address,uint256,uint256);\x770d64c654906ebab085526dd881064f61f0e5990caa94c94167eb29bc4645c6;10
AdminChanged(address,address);\x7e644d79422f17c01e4894b5f4f588d331ebfa28653d42ae832dc59e38c9798f;10
IdentityNotUpgradable(string,address,string);\x17924f6556e9f48e10f2e61c5112228a6274f52dd5a84e1706191a4c4eccd8b6;10
LogRedeem(address,uint256);\x8d15a2189c94a743df2a17c8f4cdd87250b7caa8560e57efa74a59352fcee9d2;10
ItemMinted(uint256,uint256,uint256,uint256);\x20b783292d66c024794198f13faa7e7671cc3d2323d1c787416e8dfe266fdfec;10
GenerationIncreased(uint8);\x148147481a49cf971a9e730f0170233eadf6b3a288bef9aca79cbbfa31ac3f1b;10
OwnerPayed(uint256);\xa9bae03c15d23dd001998395b3adf7648085bf2fba01211df19df18be3a51b4d;10
OwnerPayedETH(uint256);\xb8d81e8a9685df2795e3bc1d17fdcf880c51c0514b8555ac8a68e2a0e9187bf2;10
INCOMING(address,uint256,uint256);\xce89ad12801234a70eaf3254d372f3df74a0a0a02dbb56c7312eaea9955b5616;10
OUTGOING(address,uint256,uint256);\xf8b6134f18b1695a81c1bc23385f0cc2918dfe6d8740f915f440c6ac3ebaa8ca;10
StateChanged(uint8,uint8);\xe8a97ea87e4388fa22d496b95a8ed5ced6717f49790318de2b928aaf37a021d8;10
AuctionStarted(bytes32,uint256);\x87e97e825a1d1fa0c54e1d36c7506c1dea8b1efd451fe68b000cf96f7cf40003;10
NewBid(bytes32,address,uint256);\xb556ff269c1b6714f432c36431e2041d28436a73b6c3f19c021827bbdc6bfc29;10
BidRevealed(bytes32,address,uint256,uint8);\x7b6c4b278d165a6b33958f8ea5dfb00c8c9d4d0acf1985bef5d10786898bc3e7;10
HashRegistered(bytes32,address,uint256,uint256);\x0f0c27adfd84b60b6f456b0e87cdccb1e5fb9603991588d87fa99f5b6b61e670;10
HashReleased(bytes32,uint256);\x292b79b9246fa2c8e77d3fe195b251f9cb839d7d038e667c069ee7708c631e16;10
HashInvalidated(bytes32,string,uint256,uint256);\x1f9c649fe47e58bb60f4e52f0d90e4c47a526c9f90c5113df842c025970b66ad;10
CapsuleCreated(uint256,address);\x7f2fc24f69fc16073db18320d8f3c4a27067588e906b12be0abb81a7a4953f67;10
Deposit(uint256,address);\x4bcc17093cdf51079c755de089be5a85e70fa374ec656c194480fbdcda224a53;10
EtherWithdrawal(uint256);\x1c372e00c65a07879f6f0931cde0a016339ce6d111c23383caa9922c1c2aab7b;10
TokenWithdrawal(address,uint256);\xeddb53e10e60b3a2396b4222b3db092137bdbf7a6fecceaf2b0b438ff0ddc66e;10
Buy(address,uint256);\xe3d4187f6ca4248660cc0ac8b8056515bac4a8132be2eca31d6d0cc170722a7e;10
TimeVestingCreation(address,uint256,uint256,bool);\xa8324279e783df74e90c66d58b38fc3802cbb0c2be0f753f287b81c53bc3dfbd;10
RoleAdded(address,string);\xbfec83d64eaa953f2708271a023ab9ee82057f8f3578d548c1a4ba0b5b700489;10
RoleRemoved(address,string);\xd211483f91fc6eff862467f8de606587a30c8fc9981056f051b897a418df803a;10
Mint(address,uint256,uint256,bytes32);\xcf6fbb9dcea7d07263ab4f5c3a92f53af33dffc421d9d121e1c74b307e68189d;10
RegisterTeller(address);\xdc94eebf39359cb097be68bd4890a58fce65c66d2d284d4349f666013dc8a43d;10
DeleteTeller(address);\xb1e40dcb43d26b3a6cb20da12c333af5a0de0bcd6264eddca5fbacf3e31d4f94;10
UpdateTeller(address);\xe3df84c3ca6a90f0e6485beae08e7bd034695356bec32910a3d62559ff33fbc8;10
RegisterShop(address);\xf45ad76a8c4c14053708bfd052607c5e35446beb04fbdff6f2f3c9dde8e83b37;10
DeleteShop(address);\xe607eb1578eec3de556aa2d57f7ff9365c1706069a8959e794883eba60b043e3;10
DeleteShopModerator(address,address);\x34fe9e989d541054eb508f79a2e9b0bc3aa3d7ff2f2ded4f1f6b2819aaec86a3;10
DeleteTellerModerator(address,address);\xcf9fc954c975d15bad8f5fa3c1cd94f55105a98b1ecf33021ebb059122277f8f;10
ContractUpgrade(address);\x450db8da6efbe9c22f2347f7c2021231df1fc58d3ae9a2fa75d39fa446199305;10
TokenWhitelistUpdated(address,bool);\x67821d5384bb02aab1ba91a477f89c9966cd30f475b02618bdc58712bca51275;10
FeeAccountChanged(address);\xd8e0fa374632fb086d7fd67c39a519ef8edb881e57f4bcfb73792193b07178fc;10
DelayChanged(uint256);\x91f02f9cd6e47aaaa95af9dbcbdaf771b32a1c9fea1c867ddd1a8fff54fd13f5;10
Deposited(address,address,uint256,uint256);\xf5681f9d0db1b911ac18ee83d515a1cf1051853a9eae418316a2fdf7dea427c5;10
Forced(address,address,uint256);\x768ff242747198c58dcb1136fb640adf7a199de1789b75bc95b6f787668b51b7;10
Withdrawn(address,address,uint256,uint256);\x91fb9d98b786c57d74c099ccd2beca1739e9f6a81fb49001ca465c4b7591bbe2;10
Requested(address,address,uint256,uint256);\x5fae34fc5477fb01b69acf46ff5f1dc4bf374693aee5679f4ee02ab4ac74cc92;10
TransferredInvestorTokens(address,address,address,uint256);\xabd2fbf41fb34ada2dcb57885dedfa910c5d7ad21d7d976756a99669f32ad9dc;10
TransferredTokens(address,address,address,uint256,uint256,uint256);\xdbe9c86e28385b30f3630c7cc49491d267837bd0b4076bac3704997c6f5cad8a;10
OrderExecuted(bytes32,address,address,address,address,uint256,uint256,uint256,uint256,uint256,uint256);\xf4be5af60c84444f30f99a05c7cbd935be8704f6eebe7c9b7080348c75eb31b0;10
Invest(address,uint256);\xd90d253a9de34d2fdd5a75ae49ea17fcb43af32fc8ea08cc6d2341991dd3872e;10
ReferrerBonus(address,uint256);\xde0dc28f8ee97765057c702eab8bd50ea5e6cf57795d86aebaa90cd1d2daf54a;10
Cashback(address,uint256);\xe523757eee9c213543af9b06c96e0629da383d3149173f4a03ab96d8ff526760;10
PayoutCumulative(uint256,uint256);\x2495041791cabab13dcf477f0e49b751a103e843b09287746194310bd1dee80c;10
PayoutSelf(address,uint256);\xfd2f2b8ea97d71bc161986cb5d2af11fca3dafc45071344594e0cc8161ef375c;10
Contribution(address,uint256,uint256);\x5f7675b09617d2c9fa4fd13058ee5877a9538f626b0308816736e83748a45040;10
AllowOwnership(address);\x1c965cca064792c08083e8746b9062155a2f163d9f9ddab08196d5b2e3a818c5;10
RevokeOwnership(address);\x2d760b10f59f9d65a092cfebe73f70fd0a4e19e59791ffd61ee3057a0010ad98;10
Post(address,uint256,string,address);\x70a51593db0ef3582395790cc40146df57c5fd75ddb8bf635f22062a04e38676;10
Freeze();\x615acbaede366d76a8b8cb2a9ada6a71495f0786513d71aa97aaf0c3910b78de;10
Unfreeze();\x2f05ba71d0df11bf5fa562a6569d70c4f80da84284badbe015ce1456063d0ded;10
Freeze(address,uint256,uint256);\x029d06ff78b8c68fca5225af637c626c0176c9fcaa163beec8e558d4c3ae65b6;10
Release(address,uint256);\xf6334794522b9db534a812aaae1af828a2e96aac68473b58e36d7d0bfd67477b;10
SetParter(address,uint256);\x0964cb3cb91f38ae015ef2db02ed9bc8b27c9e38c779763cbc23f871139df539;10
SetFoundAcc(address);\x63aebe1c47952bfa5fa57475aca0dcafcebc8537cf811618315ea9a4cd892ce8;10
NewArt(string);\x63e2fbacbff1e7ca6da3ea228700a56d02a54633e433af07b14091caf313e0e0;10
SetArtIdt(string,string);\xd41e249605eb6c6e38b56dcce49c445565d06b9b36427510ab6ac5b5aaf2e1eb;10
SetArtEvt(string,string);\xd39b770e3e7a7207e17fcabc45633511b959fc1f03b8d274f17c21ecb409e1ca;10
SetArtEsc(string,string);\xbd3b2c44b0a55bd3130934b88a084ca3c6245d836b50e48f318b83b60f5f435e;10
SetArtReg(string,string);\x8ec80e577e499db332d4d00d9f0c6a4de2ad774354d8e9c26f4273ba94b78b37;10
SetFee(uint256);\x00172ddfc5ae88d08b3de01a5a187667c37a5a53989e8c175055cb6c993792a7;10
TileUpdated(uint256);\xb497d17d9ddaf07c831248da6ed8174689abdc4370285e618e350f29f5aff9a0;10
Started(uint256);\x006e0c97de781a7389d44ba8fd35d1467cabb17ed04d038d166d34ab819213f3;10
Deposit(uint256,address,uint256);\xeaa18152488ce5959073c9c79c88ca90b3d96c00de1f118cfaad664c3dab06b9;10
Withdrawal(uint256,address,uint256);\x37e8063b72a944a76de602f32b82fd8c2a1c6f99564c727ffaf913c7762cd420;10
ComposeSuccess(address,uint256,uint16,uint16,uint16);\xb8f93b6ee7a79dc8fb386209ef989a56e4f51f5735e63135fbbdf10c6e15383c;10
AccountCreated(uint256,address);\x487f75407abee1a719a204e683a93f0583efee10816d2651b112f8be571f7d32;10
InviteCreated(address,address);\x264c2a13cbb614f5c05aa1bd9cbfd0a1466f73f27887866039a63ec56a190ddd;10
InviteAccepted(address,address);\x7dfe7741b2816f4b390ea9c6a8fcef91c87d66b9235a24019b792806bc3ece02;10
AddressAdded(uint256,address);\xedec6416a94b784dc98025e70b146d8d8628117664f0da05822fc95132bc4f58;10
AddressRemoved(uint256,address);\xc7120a00a251890416360c3add60c9843cb4a5ed80a7761c3b3be917c24f71e2;10
RegistryAdminChanged(address,address);\x4fba7fc38f674802f76db83afb3e5f87dee0e5234b1e7f832f19168b05e00486;10
SigningLogicChanged(address,address);\x9065f3654b16a9bdc012d8a568f9f881cbfc95ccce9c9ee0f648481bdca4f705;10
AccountRegistryChanged(address,address);\x68913200cecf41727f9b83c3ef808abc9b8a07e16a8ccb2fbb9fd9bcc7183f82;10
MarkedAsScam(address,address,uint256);\x7c674695c8eb3e1f87232f0f0ad4409ba268477b60178b96d84a3da19718898e;10
Forgived(address,address,uint256);\x1db79386827672c9fe2ad4f68956dda4c98f4ac7f15a69888eac3f4f1b3d1b30;10
PartiallyForgived(address,address,uint256);\xf618c39f5e9733edebc03090d2d350b558190b0eef00d2e26542708b2b82c205;10
DonationReceived(address,uint256);\x264f630d9efa0d07053a31163641d9fcc0adafc9d9e76f1c37c2ce3a558d2c52;10
BankDeposit(address,uint256);\xd2cad255828c6a11390781271ed9c840b1e7bb3828e52f54ade2e47e921c1a94;10
BankWithdrawal(address,uint256);\xfe1d2295d712ce535932e904b35127409502473afa635912c4f36885e6fdcabe;10
StartPaseUpdated(uint256);\x0688663b9683ba7d6219db347c24fa5d55f1b145ebada3f8c070f206265878fc;10
TokensPerEth2Updated(uint256);\xb2031bf65f28437347f8c844705b7e3913d6469e336bb3e53d4d7273d02863d4;10
TokensPerEth3Updated(uint256);\x60ecab60c853df9ddba0f73f833432db9c5a52c26ee5074f5a2c7f477a7bbb31;10
MaxPhase1Updated(uint256);\xb816a6288ef66dd025e02777e1cfae0e6eb98d63c8447b76bd813feb82d9f335;10
MaxPhase2Updated(uint256);\x48ca8fd311dbaef3ed7149462cb8ef32a8e254022ea85f4713da15820faeda70;10
MaxPhase3Updated(uint256);\xef2dfe7beacfb51c1358a2f2245ef740683c6cc014b59f9e0b5e351d6780bf1e;10
Migrate(address,address,uint256);\x18df02dcc52b9c494f391df09661519c0069bd8540141946280399408205ca1a;10
Eliminated(address);\x44fe7cd564f5e2a30739502064fc5532e3db1e8a68dc3d0c15bc6b6a19293583;10
Pinged(address,uint256);\x78a327424158f99dcde9deeb550e97c0f1d53b23ebaec3ac54a53f58504b3c85;10
LogAdditionalContribution(address,address,uint256);\xeb5dfd984307753c74358459c54dbedb2525db2c9b1c4c8eee9db382b1e391c5;10
LogPlatformNeuReward(address,uint256,uint256);\xe540df3afae3936e26f26bbdb7d7eba37fb1c41ccc19d2da9c8191869e85dc3a;10
LogPlatformFeePayout(address,address,uint256);\x6e6fd9b5ea7bbd5055657dcdd81818e67183bd59bcfb929db8da7a130b9f37c8;10
LogPlatformPortfolioPayout(address,address,uint256);\x3d5f381e0481c18a6e87775195ba5c8e32f97f48426ad47b7eca0eb6828bcbe7;10
LogStateTransition(uint32,uint32,uint32);\x1076343a2d116e6b4937d6f4987a4dc2df059fcedd58ffd950bca6b443a0a188;10
LogTokensClaimed(address,address,uint256,uint256);\x862cb185100e8f2a997e72266e5355d5e9baeba4561a0db8ef920bee239a90d2;10
LogFundsRefunded(address,address,uint256);\xd20045a834c447e2a20af3b1a991192581776523441904009bf5ecc742cdd49b;10
LogTermsSet(address,address,address);\xd4a8a704f685c06e20e177cb50c64301b93b8590b5050406fd3095955620becb;10
LogETOStartDateSet(address,uint256,uint256);\xbbd191f3e264e3b631bed4fb848beb0126e0ec1ca54512ddf0a1cbdf96649286;10
LogSigningStarted(address,address,uint256,uint256);\xa4cfdddd325124fc2d9f4fa352e25b682cbbb596be1c4a9523c423f0c308bef9;10
LogCompanySignedAgreement(address,address,string);\x17d12ed04f5e56c750cbda26b99121d3068cfa151b827a8c4f9a0bcdaeb32cf4;10
LogNomineeConfirmedAgreement(address,address,string);\xe2df1737b6adc6b62de98ccbcb7709398f71dbfba25133fe52ee1f0a42955ea6;10
LogRefundStarted(address,uint256,uint256);\x8d5b2366bddfdb8f9f6e9b9f609d5bcc78a8633d87dae106f4e9888187275ed1;10
LogFundsCommitted(address,address,address,uint256,uint256,uint256,address,uint256);\x1944d622008ee7d083888039644437ec03dde7f81821e6293c9a7f5c143daf60;10
LogAccessPolicyChanged(address,address,address);\x7d475c32583df95fccc34a6e12df24c1fc9943092cc129b6512013aecba0f136;10
LogAgreementAccepted(address);\x8c41d101e4d957423a65fda82dcc88bc6b3e756166d2331f663c10166658ebb8;10
LogAgreementAmended(address,string);\xe9835ee18f0f0b190604da3474d67a8f29aba2c92e90eee2bdaeca67d40d5a6b;10
BuyRateChanged(uint256,uint256);\xcfa7074b22c98fb9291e698be8caae9fd3391198b3dd068fbe42c6da6b9c9bf5;10
SellRateChanged(uint256,uint256);\xfa46b8b4ccaecf1d18401d52f6693d32659468c8553f904bf40cbcfd416ac0f6;10
BuyToken(address,uint256,uint256);\xf6f342132c7de5e5a1e99c8efae544c94731f3ff093f5c3c97c6973d9415cdfb;10
SellToken(address,uint256,uint256);\xa8ff15eb642b39da3ab82bb74a87b76cc3e1aef2b82b70bc2a35458386db29aa;10
LogDepositMade(address,uint256);\xa8126f7572bb1fdeae5b5aa9ec126438b91f658a07873f009d041ae690f3a193;10
LogBroker(address);\xde9f57f51f1a060752ee33f22ef4612db4f633d9d16d95b11c08014eb45fe604;10
ContractLocked(uint256,string);\x2c1bcb4f0c190ca2fcb1bb54323892ec36606ef7958dc7a4e1dc599fe2c1c0f0;10
TokensSpent(address,uint256);\x2efa3c8729bb4709645a357fcbdacbae23c038445bdb417a51d8c1dcc68be465;10
MiningOrderCreated(uint256,address,uint64);\x9e5df0d8f15bc55f160926347ca09880b1297e69d68f128ea6c3f6fb04cf17be;10
MiningResolved(uint256,address,uint64);\x931def6cc112c3c517a58e0210803246f6b189e89b453503c88cf9a1e988ce2c;10
